"ndc","rxcui","in_rxcui","has_min","in_tty","in_name","in_synonym","in_umlscui","atc5","ddd","u","adm_r","whocc_note"
"55513002504",730046,283838,FALSE,"IN","darbepoetin alfa",NA,NA,"B03XA02",NA,NA,NA,NA
"55513002801",731235,283838,FALSE,"IN","darbepoetin alfa",NA,NA,"B03XA02",NA,NA,NA,NA
"55513005701",731245,283838,FALSE,"IN","darbepoetin alfa",NA,NA,"B03XA02",NA,NA,NA,NA
"55513007330",656137,407990,FALSE,"IN","cinacalcet",NA,NA,"H05BX01",NA,NA,NA,NA
"55513011101",731229,283838,FALSE,"IN","darbepoetin alfa",NA,NA,"B03XA02",NA,NA,NA,NA
"55513012610",205917,105694,FALSE,"IN","epoetin alfa",NA,NA,NA,NA,NA,NA,NA
"55513014410",1721685,105694,FALSE,"IN","epoetin alfa",NA,NA,NA,NA,NA,NA,NA
"55513014810",205923,105694,FALSE,"IN","epoetin alfa",NA,NA,NA,NA,NA,NA,NA
"55513016001",1597267,1597258,FALSE,"IN","blinatumomab",NA,NA,"L01FX07",NA,NA,NA,NA
"55513019001",727542,338036,FALSE,"IN","pegfilgrastim",NA,NA,"L03AA13",NA,NA,NA,NA
"55513019201",2549333,338036,FALSE,"IN","pegfilgrastim",NA,NA,"L03AA13",NA,NA,NA,NA
"55513022101",1728095,805452,FALSE,"IN","romiplostim",NA,NA,"B02BX04",NA,NA,NA,NA
"55513022201",1728099,805452,FALSE,"IN","romiplostim",NA,NA,"B02BX04",NA,NA,NA,NA
"55513026710",205921,105694,FALSE,"IN","epoetin alfa",NA,NA,NA,NA,NA,NA,NA
"55513047810",212218,105694,FALSE,"IN","epoetin alfa",NA,NA,NA,NA,NA,NA,NA
"55513053010",1649946,68442,FALSE,"IN","filgrastim",NA,NA,"L03AA02",NA,NA,NA,NA
"55513054610",1649964,68442,FALSE,"IN","filgrastim",NA,NA,"L03AA02",NA,NA,NA,NA
"55513071001",993456,993449,FALSE,"IN","denosumab",NA,NA,"M05BX04",NA,NA,NA,NA
"55513073001",1046402,993449,FALSE,"IN","denosumab",NA,NA,"M05BX04",NA,NA,NA,NA
"55513080060",1649491,1649480,FALSE,"IN","ivabradine",NA,NA,"C01EB17",NA,NA,NA,NA
"55513095401",1657705,263034,FALSE,"IN","panitumumab",NA,NA,"L01FE02",NA,NA,NA,NA
"55566220000",1723234,3251,FALSE,"IN","desmopressin",NA,NA,"H01BA02",NA,NA,NA,NA
"55566230000",849503,3251,FALSE,"IN","desmopressin",NA,NA,"H01BA02",NA,NA,NA,NA
"55566240000",849522,3251,FALSE,"IN","desmopressin",NA,NA,"H01BA02",NA,NA,NA,NA
"55566502001",849520,3251,FALSE,"IN","desmopressin",NA,NA,"H01BA02",NA,NA,NA,NA
"55566504001",849501,3251,FALSE,"IN","desmopressin",NA,NA,"H01BA02",NA,NA,NA,NA
"55566840101",858127,475230,FALSE,"IN","degarelix",NA,NA,"L02BX02",NA,NA,NA,NA
"55887019190",856471,8787,FALSE,"IN","propranolol",NA,NA,"C07AA05",NA,NA,NA,NA
"57237000511",197699,4450,FALSE,"IN","fluconazole",NA,NA,"D01AC15",NA,NA,NA,NA
"57237000511",197699,4450,FALSE,"IN","fluconazole",NA,NA,"J02AC01",NA,NA,NA,NA
"57237001890",596930,72625,FALSE,"IN","duloxetine",NA,NA,"N06AX21",NA,NA,NA,NA
"57237004701",1099678,40254,FALSE,"IN","valproate",NA,NA,NA,NA,NA,NA,NA
"57237004801",1099870,40254,FALSE,"IN","valproate",NA,NA,NA,NA,NA,NA,NA
"57664013560",198037,7426,FALSE,"IN","nimodipine",NA,NA,"C08CA06",NA,NA,NA,NA
"57664013565",198037,7426,FALSE,"IN","nimodipine",NA,NA,"C08CA06",NA,NA,NA,NA
"57664017508",314184,7934,FALSE,"IN","paromomycin",NA,NA,"A07AA06",NA,NA,NA,NA
"57664027408",197528,2598,FALSE,"IN","clonazepam",NA,NA,"N03AE01",NA,NA,NA,NA
"57664037708",835603,10689,FALSE,"IN","tramadol",NA,NA,"N02AX02",NA,NA,NA,NA
"57664050289",313412,57258,FALSE,"IN","tizanidine",NA,NA,"M03BX02",NA,NA,NA,NA
"57664051083",476809,15996,FALSE,"IN","mirtazapine",NA,NA,"N06AX11",NA,NA,NA,NA
"57665000202",213040,34132,FALSE,"IN","pegaspargase",NA,NA,"L01XX24",NA,NA,NA,NA
"57665033101",968810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57782039726",1797851,42612,FALSE,"IN","cromolyn",NA,NA,"A07EB01",NA,NA,NA,NA
"57782039726",1797851,42612,FALSE,"IN","cromolyn",NA,NA,"D11AH03",NA,NA,NA,NA
"57782039726",1797851,42612,FALSE,"IN","cromolyn",NA,NA,"R01AC01",NA,NA,NA,NA
"57782039726",1797851,42612,FALSE,"IN","cromolyn",NA,NA,"R03BC01",NA,NA,NA,NA
"57782039726",1797851,42612,FALSE,"IN","cromolyn",NA,NA,"S01GX01",NA,NA,NA,NA
"57844018701",198103,8331,FALSE,"IN","pimozide",NA,NA,"N05AG02",NA,NA,NA,NA
"57844052206",206788,103,FALSE,"IN","mercaptopurine",NA,NA,"L01BB02",NA,NA,NA,NA
"57894003001",213361,191831,FALSE,"IN","infliximab",NA,NA,"L04AB02",NA,NA,NA,NA
"57894005427",1811257,847083,FALSE,"IN","ustekinumab",NA,NA,"L04AC05",NA,NA,NA,NA
"57894050220",1726440,1721947,FALSE,"IN","daratumumab",NA,NA,"L01FC01",NA,NA,NA,NA
"57896042101",1099279,82003,FALSE,"IN","docusate",NA,NA,NA,NA,NA,NA,NA
"57896045208",702311,36387,FALSE,"IN","sennosides, USP",NA,NA,"A06AB06",NA,NA,NA,NA
"57896079101",314216,9796,FALSE,"IN","simethicone",NA,NA,NA,NA,NA,NA,NA
"57902024901",1232190,1156,FALSE,"IN","asparaginase",NA,NA,"L01XX02",NA,NA,NA,NA
"57902024905",1232190,1156,FALSE,"IN","asparaginase",NA,NA,"L01XX02",NA,NA,NA,NA
"57962014009",1442992,1442981,FALSE,"IN","ibrutinib",NA,NA,"L01EL01",NA,NA,NA,NA
"57970010001",1539248,1539239,FALSE,"IN","dalbavancin",NA,NA,"J01XA04",NA,NA,NA,NA
"58016030000",998689,149,FALSE,"IN","acebutolol",NA,NA,"C07AB04",NA,NA,NA,NA
"58016032730",207212,7646,FALSE,"IN","omeprazole",NA,NA,"A02BC01",NA,NA,NA,NA
"58016050902",897666,11170,FALSE,"IN","verapamil",NA,NA,"C08DA01",NA,NA,NA,NA
"58016069000",201907,11413,FALSE,"IN","zidovudine",NA,NA,"J05AF01",NA,NA,NA,NA
"58016074000",1362706,6926,FALSE,"IN","mexiletine",NA,NA,"C01BB02",NA,NA,NA,NA
"58016103201",313799,733,FALSE,"IN","ampicillin",NA,NA,"J01CA01",NA,NA,NA,NA
"58016103201",313799,733,FALSE,"IN","ampicillin",NA,NA,"S01AA19",NA,NA,NA,NA
"58063060050",644989,15657,FALSE,"IN","decitabine",NA,NA,"L01BC08",NA,NA,NA,NA
"58063070510",1000915,8328,FALSE,"IN","pilocarpine",NA,NA,"N07AX01",NA,NA,NA,NA
"58063070510",1000915,8328,FALSE,"IN","pilocarpine",NA,NA,"S01EB01",NA,NA,NA,NA
"58160082011",1658157,797752,FALSE,"IN","hepatitis B surface antigen vaccine",NA,NA,NA,NA,NA,NA,NA
"58160082152",798428,797752,FALSE,"IN","hepatitis B surface antigen vaccine",NA,NA,NA,NA,NA,NA,NA
"58160082311",1986830,1986821,FALSE,"IN","varicella zoster virus glycoprotein E",NA,NA,NA,NA,NA,NA,NA
"58160082611",1658060,798361,FALSE,"IN","hepatitis A vaccine (inactivated) strain HM175",NA,NA,NA,NA,NA,NA,NA
"58160082652",798479,798361,FALSE,"IN","hepatitis A vaccine (inactivated) strain HM175",NA,NA,NA,NA,NA,NA,NA
"58160083501",798479,798361,FALSE,"IN","hepatitis A vaccine (inactivated) strain HM175",NA,NA,NA,NA,NA,NA,NA
"58160084211",1300378,798302,TRUE,"IN","acellular pertussis vaccine, inactivated",NA,NA,NA,NA,NA,NA,NA
"58160084211",1300378,798304,TRUE,"IN","diphtheria toxoid vaccine, inactivated",NA,NA,"J07AF",NA,NA,NA,NA
"58160084211",1300378,798304,TRUE,"IN","diphtheria toxoid vaccine, inactivated",NA,NA,"J07AF01",NA,NA,NA,NA
"58160084211",1300378,798306,TRUE,"IN","tetanus toxoid vaccine, inactivated",NA,NA,"J07AM01",NA,NA,NA,NA
"58160084211",1300378,1300367,TRUE,"MIN","Bordetella pertussis filamentous hemagglutinin vaccine, inactivated / Bordetella pertussis pertactin vaccine, inactivated / Bordetella pertussis toxoid vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated",NA,NA,NA,NA,NA,NA,NA
"58160084252",1300370,798302,TRUE,"IN","acellular pertussis vaccine, inactivated",NA,NA,NA,NA,NA,NA,NA
"58160084252",1300370,798304,TRUE,"IN","diphtheria toxoid vaccine, inactivated",NA,NA,"J07AF",NA,NA,NA,NA
"58160084252",1300370,798304,TRUE,"IN","diphtheria toxoid vaccine, inactivated",NA,NA,"J07AF01",NA,NA,NA,NA
"58160084252",1300370,798306,TRUE,"IN","tetanus toxoid vaccine, inactivated",NA,NA,"J07AM01",NA,NA,NA,NA
"58160084252",1300370,1300367,TRUE,"MIN","Bordetella pertussis filamentous hemagglutinin vaccine, inactivated / Bordetella pertussis pertactin vaccine, inactivated / Bordetella pertussis toxoid vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated",NA,NA,NA,NA,NA,NA,NA
"58160087346",805536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58160087546",805536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58160087646",857932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58160096412",830463,830457,FALSE,"IN","rabies virus vaccine flury-lep strain",NA,NA,NA,NA,NA,NA,NA
"58177000111",312504,8591,FALSE,"IN","potassium chloride",NA,NA,"A12BA01",NA,NA,NA,NA
"58177000111",312504,8591,FALSE,"IN","potassium chloride",NA,NA,"B05XA01",NA,NA,NA,NA
"58177003106",809244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58177009111",197397,18993,FALSE,"IN","benzonatate",NA,NA,"R05DB01",NA,NA,NA,NA
"58177020211",198116,8591,FALSE,"IN","potassium chloride",NA,NA,"A12BA01",NA,NA,NA,NA
"58177020211",198116,8591,FALSE,"IN","potassium chloride",NA,NA,"B05XA01",NA,NA,NA,NA
"58177022211",317110,6057,FALSE,"IN","isosorbide",NA,NA,NA,NA,NA,NA,NA
"58177023811",353538,6057,FALSE,"IN","isosorbide",NA,NA,NA,NA,NA,NA,NA
"58177025504",1046982,153970,FALSE,"IN","hyoscyamine",NA,NA,"A03BA03",NA,NA,NA,NA
"58177029311",866427,6918,FALSE,"IN","metoprolol",NA,NA,"C07AB02",NA,NA,NA,NA
"58177030104",834022,35827,FALSE,"IN","ketorolac",NA,NA,"M01AB15",NA,NA,NA,NA
"58177030104",834022,35827,FALSE,"IN","ketorolac",NA,NA,"S01BC05",NA,NA,NA,NA
"58177032304",198038,4917,FALSE,"IN","nitroglycerin","glyceryl trinitrate",NA,"C01DA02",NA,NA,NA,NA
"58177032304",198038,4917,FALSE,"IN","nitroglycerin","glyceryl trinitrate",NA,"C05AE01",NA,NA,NA,NA
"58177032418",198039,4917,FALSE,"IN","nitroglycerin","glyceryl trinitrate",NA,"C01DA02",NA,NA,NA,NA
"58177032418",198039,4917,FALSE,"IN","nitroglycerin","glyceryl trinitrate",NA,"C05AE01",NA,NA,NA,NA
"58177080302",310870,3435,TRUE,"IN","iodoquinol","diiodohydroxyquinoline",NA,"G01AC01",NA,NA,NA,NA
"58177080302",310870,5492,TRUE,"IN","hydrocortisone",NA,NA,"A01AC03",NA,NA,NA,NA
"58177080302",310870,5492,TRUE,"IN","hydrocortisone",NA,NA,"A07EA02",NA,NA,NA,NA
"58177080302",310870,5492,TRUE,"IN","hydrocortisone",NA,NA,"C05AA01",NA,NA,NA,NA
"58177080302",310870,5492,TRUE,"IN","hydrocortisone",NA,NA,"D07AA02",NA,NA,NA,NA
"58177080302",310870,5492,TRUE,"IN","hydrocortisone",NA,NA,"D07XA01",NA,NA,NA,NA
"58177080302",310870,5492,TRUE,"IN","hydrocortisone",NA,NA,"H02AB09",NA,NA,NA,NA
"58177080302",310870,5492,TRUE,"IN","hydrocortisone",NA,NA,"S01BA02",NA,NA,NA,NA
"58177080302",310870,5492,TRUE,"IN","hydrocortisone",NA,NA,"S01CB03",NA,NA,NA,NA
"58177080302",310870,5492,TRUE,"IN","hydrocortisone",NA,NA,"S02BA01",NA,NA,NA,NA
"58177080302",310870,217626,TRUE,"MIN","hydrocortisone / iodoquinol",NA,NA,NA,NA,NA,NA,NA
"58177088601",892625,7052,FALSE,"IN","morphine",NA,NA,"N02AA01",NA,NA,NA,NA
"58281056001",805678,1292,FALSE,"IN","baclofen",NA,NA,"M03BX01",NA,NA,NA,NA
"58281056301",1666620,1292,FALSE,"IN","baclofen",NA,NA,"M03BX01",NA,NA,NA,NA
"58394000401",213128,139994,FALSE,"IN","oprelvekin",NA,NA,"L03AC02",NA,NA,NA,NA
"58394063503",1666317,4249,FALSE,"IN","factor IX",NA,NA,"B02BD04",NA,NA,NA,NA
"58406042534",261105,214555,FALSE,"IN","etanercept",NA,NA,"L04AB01",NA,NA,NA,NA
"58406043504",802652,214555,FALSE,"IN","etanercept",NA,NA,"L04AB01",NA,NA,NA,NA
"58406068316",1655968,6851,FALSE,"IN","methotrexate",NA,NA,"L01BA01",NA,NA,NA,NA
"58406068316",1655968,6851,FALSE,"IN","methotrexate",NA,NA,"L04AX03",NA,NA,NA,NA
"58468002001",857216,214824,FALSE,"IN","sevelamer",NA,NA,"V03AE02",NA,NA,NA,NA
"58468002101",857226,214824,FALSE,"IN","sevelamer",NA,NA,"V03AE02",NA,NA,NA,NA
"58468008001",107050,1011,FALSE,"IN","lymphocyte immune globulin, anti-thymocyte globulin",NA,NA,NA,NA,NA,NA,NA
"58468010001",544915,44151,FALSE,"IN","clofarabine",NA,NA,"L01BB06",NA,NA,NA,NA
"58468010002",544915,44151,FALSE,"IN","clofarabine",NA,NA,"L01BB06",NA,NA,NA,NA
"58468012001",406503,11516,FALSE,"IN","doxercalciferol",NA,NA,"H05BX03",NA,NA,NA,NA
"58468012601",1790210,11516,FALSE,"IN","doxercalciferol",NA,NA,"H05BX03",NA,NA,NA,NA
"58468013001",749210,214824,FALSE,"IN","sevelamer",NA,NA,"V03AE02",NA,NA,NA,NA
"58468013202",861377,214824,FALSE,"IN","sevelamer",NA,NA,"V03AE02",NA,NA,NA,NA
"58468014001",828703,733003,FALSE,"IN","plerixafor",NA,NA,"L03AX16",NA,NA,NA,NA
"58468035701",828267,117055,FALSE,"IN","alemtuzumab",NA,NA,"L04AA34",NA,NA,NA,NA
"58468035703",828267,117055,FALSE,"IN","alemtuzumab",NA,NA,"L04AA34",NA,NA,NA,NA
"58468466301",1726268,84959,FALSE,"IN","imiglucerase",NA,NA,"A16AB02",300,"U","P",NA
"58526000541",1087623,10454,TRUE,"IN","thiamine",NA,NA,"A11DA01",NA,NA,NA,NA
"58526000541",1087623,11248,TRUE,"IN","vitamin B12",NA,NA,"B03BA01",NA,NA,NA,NA
"58526000541",1087623,1151,TRUE,"IN","ascorbic acid",NA,NA,"A11GA01",NA,NA,NA,NA
"58526000541",1087623,1151,TRUE,"IN","ascorbic acid",NA,NA,"G01AD03",NA,NA,NA,NA
"58526000541",1087623,1151,TRUE,"IN","ascorbic acid",NA,NA,"S01XA15",NA,NA,NA,NA
"58526000541",1087623,1588,TRUE,"IN","biotin",NA,NA,"A11HA05",NA,NA,NA,NA
"58526000541",1087623,4511,TRUE,"IN","folic acid",NA,NA,"B03BB01",NA,NA,NA,NA
"58526000541",1087623,4511,TRUE,"IN","folic acid",NA,NA,"V04CX02",NA,NA,NA,NA
"58526000541",1087623,62400,TRUE,"IN","pantothenate",NA,NA,NA,NA,NA,NA,NA
"58526000541",1087623,684879,TRUE,"IN","pyridoxine",NA,NA,"A11HA02",NA,NA,NA,NA
"58526000541",1087623,7393,TRUE,"IN","niacin",NA,NA,"C04AC01",NA,NA,NA,NA
"58526000541",1087623,7393,TRUE,"IN","niacin",NA,NA,"C10AD02",NA,NA,NA,NA
"58526000541",1087623,9346,TRUE,"IN","riboflavin",NA,NA,"A11HA04",NA,NA,NA,NA
"58526000541",1087623,9346,TRUE,"IN","riboflavin",NA,NA,"S01XA26",NA,NA,NA,NA
"58526000541",1087623,1007320,TRUE,"MIN","ascorbic acid / biotin / folic acid / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12",NA,NA,NA,NA,NA,NA,NA
"58597802206",241636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58768010002",854801,3355,FALSE,"IN","diclofenac",NA,NA,"D11AX18",NA,NA,NA,NA
"58768010002",854801,3355,FALSE,"IN","diclofenac",NA,NA,"M01AB05",NA,NA,NA,NA
"58768010002",854801,3355,FALSE,"IN","diclofenac",NA,NA,"M02AA15",NA,NA,NA,NA
"58768010002",854801,3355,FALSE,"IN","diclofenac",NA,NA,"S01BC03",NA,NA,NA,NA
"58768078815",730063,27334,FALSE,"IN","hypromellose",NA,NA,"S01KA02",NA,NA,NA,NA
"58790000228",998666,2062,FALSE,"IN","carboxymethylcellulose",NA,NA,NA,NA,NA,NA,NA
"58914011110",308228,6406,TRUE,"IN","lipase",NA,NA,NA,NA,NA,NA,NA
"58914011110",308228,743,TRUE,"IN","amylase",NA,NA,"A09AA01",NA,NA,NA,NA
"58914011110",308228,8031,TRUE,"IN","protease",NA,NA,NA,NA,NA,NA,NA
"58914011110",308228,392491,TRUE,"MIN","amylase / lipase / protease",NA,NA,NA,NA,NA,NA,NA
"58914015575",687066,23066,FALSE,"IN","dihematoporphyrin ether",NA,NA,NA,NA,NA,NA,NA
"58914050156",583257,52582,FALSE,"IN","mesalamine","mesalazine",NA,"A07EC02",NA,NA,NA,NA
"58914078510",858752,62427,FALSE,"IN","ursodeoxycholate",NA,NA,NA,NA,NA,NA,NA
"58980061030",198886,11002,FALSE,"IN","urea","carbamide",NA,"B05BC02",NA,NA,NA,NA
"58980061030",198886,11002,FALSE,"IN","urea","carbamide",NA,"D02AE01",NA,NA,NA,NA
"58980062570",198342,11002,FALSE,"IN","urea","carbamide",NA,"B05BC02",NA,NA,NA,NA
"58980062570",198342,11002,FALSE,"IN","urea","carbamide",NA,"D02AE01",NA,NA,NA,NA
"59011010020",1049504,7804,FALSE,"IN","oxycodone",NA,NA,"N02AA05",NA,NA,NA,NA
"59011010320",1049565,7804,FALSE,"IN","oxycodone",NA,NA,"N02AA05",NA,NA,NA,NA
"59011010525",1049586,7804,FALSE,"IN","oxycodone",NA,NA,"N02AA05",NA,NA,NA,NA
"59011041020",1049504,7804,FALSE,"IN","oxycodone",NA,NA,"N02AA05",NA,NA,NA,NA
"59011042020",1049565,7804,FALSE,"IN","oxycodone",NA,NA,"N02AA05",NA,NA,NA,NA
"59011044020",1049586,7804,FALSE,"IN","oxycodone",NA,NA,"N02AA05",NA,NA,NA,NA
"59011044225",897745,3423,FALSE,"IN","hydromorphone",NA,NA,"N02AA03",NA,NA,NA,NA
"59011044501",1724341,3423,FALSE,"IN","hydromorphone",NA,NA,"N02AA03",NA,NA,NA,NA
"59011045210",897698,3423,FALSE,"IN","hydromorphone",NA,NA,"N02AA03",NA,NA,NA,NA
"59011045401",897704,3423,FALSE,"IN","hydromorphone",NA,NA,"N02AA03",NA,NA,NA,NA
"59011075004",904882,1819,FALSE,"IN","buprenorphine",NA,NA,"N02AE01",NA,NA,NA,NA
"59011075004",904882,1819,FALSE,"IN","buprenorphine",NA,NA,"N07BC01",1.6,"mg","implant",NA
"59075073015",603541,354770,FALSE,"IN","natalizumab",NA,NA,"L04AA23",NA,NA,NA,NA
"59148000613",615172,89013,FALSE,"IN","aripiprazole",NA,NA,"N05AX12",NA,NA,NA,NA
"59148000735",404602,89013,FALSE,"IN","aripiprazole",NA,NA,"N05AX12",NA,NA,NA,NA
"59148000835",352307,89013,FALSE,"IN","aripiprazole",NA,NA,"N05AX12",NA,NA,NA,NA
"59148000913",352308,89013,FALSE,"IN","aripiprazole",NA,NA,"N05AX12",NA,NA,NA,NA
"59148000935",352308,89013,FALSE,"IN","aripiprazole",NA,NA,"N05AX12",NA,NA,NA,NA
"59148001315",485496,89013,FALSE,"IN","aripiprazole",NA,NA,"N05AX12",NA,NA,NA,NA
"59148001665",672356,89013,FALSE,"IN","aripiprazole",NA,NA,"N05AX12",NA,NA,NA,NA
"59148001871",1659818,89013,FALSE,"IN","aripiprazole",NA,NA,"N05AX12",NA,NA,NA,NA
"59148001971",1659814,89013,FALSE,"IN","aripiprazole",NA,NA,"N05AX12",NA,NA,NA,NA
"59148002050",849831,358257,FALSE,"IN","tolvaptan",NA,NA,"C03XA01",NA,NA,NA,NA
"59148002150",849835,358257,FALSE,"IN","tolvaptan",NA,NA,"C03XA01",NA,NA,NA,NA
"59148007091",284425,1828,FALSE,"IN","busulfan",NA,NA,"L01AB01",NA,NA,NA,NA
"59148064023",643019,89013,FALSE,"IN","aripiprazole",NA,NA,"N05AX12",NA,NA,NA,NA
"59212000201",208675,10763,FALSE,"IN","triamterene",NA,NA,"C03DB02",NA,NA,NA,NA
"59212042510",1046978,1223,TRUE,"IN","atropine",NA,NA,"A03BA01",NA,NA,NA,NA
"59212042510",1046978,1223,TRUE,"IN","atropine",NA,NA,"S01FA01",NA,NA,NA,NA
"59212042510",1046978,153970,TRUE,"IN","hyoscyamine",NA,NA,"A03BA03",NA,NA,NA,NA
"59212042510",1046978,8134,TRUE,"IN","phenobarbital",NA,NA,"N03AA02",NA,NA,NA,NA
"59212042510",1046978,9601,TRUE,"IN","scopolamine",NA,NA,"A04AD01",NA,NA,NA,NA
"59212042510",1046978,9601,TRUE,"IN","scopolamine",NA,NA,"N05CM05",NA,NA,NA,NA
"59212042510",1046978,9601,TRUE,"IN","scopolamine",NA,NA,"S01FA02",NA,NA,NA,NA
"59212042510",1046978,689606,TRUE,"MIN","atropine / hyoscyamine / phenobarbital / scopolamine",NA,NA,NA,NA,NA,NA,NA
"59310017780",966540,1347,FALSE,"IN","beclomethasone",NA,NA,"A07EA07",NA,NA,NA,NA
"59310017780",966540,1347,FALSE,"IN","beclomethasone",NA,NA,"D07AC15",NA,NA,NA,NA
"59310017780",966540,1347,FALSE,"IN","beclomethasone",NA,NA,"R01AD01",NA,NA,NA,NA
"59310017780",966540,1347,FALSE,"IN","beclomethasone",NA,NA,"R03BA01",NA,NA,NA,NA
"59310020212",1490774,1347,FALSE,"IN","beclomethasone",NA,NA,"A07EA07",NA,NA,NA,NA
"59310020212",1490774,1347,FALSE,"IN","beclomethasone",NA,NA,"D07AC15",NA,NA,NA,NA
"59310020212",1490774,1347,FALSE,"IN","beclomethasone",NA,NA,"R01AD01",NA,NA,NA,NA
"59310020212",1490774,1347,FALSE,"IN","beclomethasone",NA,NA,"R03BA01",NA,NA,NA,NA
"59310020412",1490668,1347,FALSE,"IN","beclomethasone",NA,NA,"A07EA07",NA,NA,NA,NA
"59310020412",1490668,1347,FALSE,"IN","beclomethasone",NA,NA,"D07AC15",NA,NA,NA,NA
"59310020412",1490668,1347,FALSE,"IN","beclomethasone",NA,NA,"R01AD01",NA,NA,NA,NA
"59310020412",1490668,1347,FALSE,"IN","beclomethasone",NA,NA,"R03BA01",NA,NA,NA,NA
"59310020480",1490668,1347,FALSE,"IN","beclomethasone",NA,NA,"A07EA07",NA,NA,NA,NA
"59310020480",1490668,1347,FALSE,"IN","beclomethasone",NA,NA,"D07AC15",NA,NA,NA,NA
"59310020480",1490668,1347,FALSE,"IN","beclomethasone",NA,NA,"R01AD01",NA,NA,NA,NA
"59310020480",1490668,1347,FALSE,"IN","beclomethasone",NA,NA,"R03BA01",NA,NA,NA,NA
"59310057920",745752,435,FALSE,"IN","albuterol",NA,NA,"R03AC02",NA,NA,NA,NA
"59310057920",745752,435,FALSE,"IN","albuterol",NA,NA,"R03CC02",12,"mg","O",NA
"59338077501",1191357,473387,FALSE,"IN","ferumoxytol",NA,NA,NA,NA,NA,NA,NA
"59338077510",1191357,473387,FALSE,"IN","ferumoxytol",NA,NA,NA,NA,NA,NA,NA
"59366274201",308689,1418,FALSE,"IN","benzoyl peroxide",NA,NA,"D10AE01",NA,NA,NA,NA
"59366279103",861434,2590,FALSE,"IN","clobetasol",NA,NA,"D07AD01",NA,NA,NA,NA
"59390006717",998501,6932,FALSE,"IN","miconazole",NA,NA,"A01AB09",NA,NA,NA,NA
"59390006717",998501,6932,FALSE,"IN","miconazole",NA,NA,"A07AC01",NA,NA,NA,NA
"59390006717",998501,6932,FALSE,"IN","miconazole",NA,NA,"D01AC02",NA,NA,NA,NA
"59390006717",998501,6932,FALSE,"IN","miconazole",NA,NA,"G01AF04",NA,NA,NA,NA
"59390006717",998501,6932,FALSE,"IN","miconazole",NA,NA,"J02AB01",NA,NA,NA,NA
"59390006717",998501,6932,FALSE,"IN","miconazole",NA,NA,"S02AA13",NA,NA,NA,NA
"59390019205",992759,27084,FALSE,"IN","homatropine",NA,NA,"S01FA05",NA,NA,NA,NA
"59572010201",545206,1251,FALSE,"IN","azacitidine",NA,NA,"L01BC07",NA,NA,NA,NA
"59572020514",213360,10432,FALSE,"IN","thalidomide",NA,NA,"L04AX02",NA,NA,NA,NA
"59572020594",213360,10432,FALSE,"IN","thalidomide",NA,NA,"L04AX02",NA,NA,NA,NA
"59572030101",876399,6718,FALSE,"IN","melphalan",NA,NA,"L01AA03",NA,NA,NA,NA
"59572030250",105562,6718,FALSE,"IN","melphalan",NA,NA,"L01AA03",NA,NA,NA,NA
"59572041000",616114,342369,FALSE,"IN","lenalidomide",NA,NA,"L04AX04",NA,NA,NA,NA
"59572041521",643714,342369,FALSE,"IN","lenalidomide",NA,NA,"L04AX04",NA,NA,NA,NA
"59572063255",1605455,1492727,FALSE,"IN","apremilast",NA,NA,"L04AA32",NA,NA,NA,NA
"59572096210",877516,877510,FALSE,"IN","romidepsin",NA,NA,"L01XH02",NA,NA,NA,NA
"59627000103",153324,75917,FALSE,"IN","interferon beta-1a",NA,NA,"L03AB07",NA,NA,NA,NA
"59630045008",207790,7454,FALSE,"IN","nitrofurantoin",NA,NA,"J01XE01",NA,NA,NA,NA
"59630076210",1091153,6901,FALSE,"IN","methylphenidate",NA,NA,"N06BA04",30,"mg","O",NA
"59676010101",239984,42405,FALSE,"IN","muromonab-CD3",NA,NA,"L04AA02",NA,NA,NA,NA
"59676020101",240754,44157,FALSE,"IN","cladribine",NA,NA,"L01BB04",NA,NA,NA,NA
"59676020101",240754,44157,FALSE,"IN","cladribine",NA,NA,"L04AA40",NA,NA,NA,NA
"59676027801",1102277,1102270,FALSE,"IN","rilpivirine",NA,NA,"J05AG05",NA,NA,NA,NA
"59676030201",205918,105694,FALSE,"IN","epoetin alfa",NA,NA,NA,NA,NA,NA,NA
"59676030301",205922,105694,FALSE,"IN","epoetin alfa",NA,NA,NA,NA,NA,NA,NA
"59676030401",205924,105694,FALSE,"IN","epoetin alfa",NA,NA,NA,NA,NA,NA,NA
"59676031001",1721690,105694,FALSE,"IN","epoetin alfa",NA,NA,NA,NA,NA,NA,NA
"59676032001",212219,105694,FALSE,"IN","epoetin alfa",NA,NA,NA,NA,NA,NA,NA
"59676032004",212219,105694,FALSE,"IN","epoetin alfa",NA,NA,NA,NA,NA,NA,NA
